Right Answer	Predicted Answer	Norm Right Answer	Norm Predicted Answer	pctOfRaceComplete	metersLeftToClimb	metersLeftToClimbCurrentUphill	metersLeftToDescend	metersLeftToDescentCurrentDownhill	avgSlopeCurrentUphill	avgSlopeCurrentDownhill	last30SecPctFtp	last5MinPctFtp	gapToGroupAhead	closeRateGroupAhead	gapToGroupBehind	closeRateGroupBehind	groupSize	ridersAheadOfGroup	distance-passed-500	distanceleft-passed-500	distance-passed-1000	distanceleft-passed-1000	distance-passed-1500	distanceleft-passed-1500	distance-passed-2500	distanceleft-passed-2500	distance-passed-3500	distanceleft-passed-3500	distance-passed-4500	distanceleft-passed-4500	distance-passed-5000	distanceleft-passed-5000	rankInGroup
1.11562502	1.12745786	0.61165047	0.62084103	0.85148507	55.63233185	38.48368454	90.20335388	0.00000000	0.07920508	0.00000000	1.15091145	0.99786693	0.00000000	0.00000000	3.04450440	-0.08556654	2.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.00000000
1.08749998	1.05984902	0.58980578	0.56832939	0.05146676	116.14057922	3.87684608	142.56327820	0.00000000	0.03878786	0.00000000	0.91101974	0.89029282	0.06235474	0.54931045	0.10501294	0.46290320	7.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.57142860
0.58125001	0.54177415	0.19660194	0.16594109	0.10198097	296.85586548	0.00000000	327.91000366	1.41041505	0.00000000	0.00870852	0.83673197	0.78477538	0.00000000	-0.03208730	0.79615676	-0.36143476	3.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.66666669
0.51875001	0.55971622	0.14805827	0.17987666	0.15752582	289.16110229	0.00000000	303.43072510	43.68547440	0.00000000	0.05394668	0.91033655	0.81932777	0.20557275	0.57860273	0.92767918	0.47005743	2.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.50000000
0.51562500	0.72079527	0.14563106	0.30498660	0.22775143	286.86575317	0.00000000	259.14791870	0.59970337	0.00000000	0.00370283	0.60657054	0.82404959	0.00000000	0.10228659	0.00000000	-0.40759838	2.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.50000000
1.51874995	1.40482175	0.92475724	0.83626932	0.48503676	74.79720306	0.00000000	67.95767975	5.50603867	0.00000000	0.01836264	0.96213543	0.77374423	0.00000000	0.00000000	0.62770975	1.22233438	4.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1.08124995	0.95903486	0.58495140	0.49002707	0.25716290	90.06826019	0.00000000	119.70439148	9.09862041	0.00000000	0.04551586	0.72481769	0.86516571	0.00000000	-0.34775776	2.47574425	1.36518848	4.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.75000000
0.94999999	1.02679658	0.48300970	0.54265755	0.62300915	124.29901886	31.52154922	191.13986206	0.00000000	0.03892559	0.00000000	0.91661459	0.99311399	0.00000000	0.00000000	2.50759864	-0.67308265	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000
1.23437500	1.39181268	0.70388347	0.82616514	0.06866018	300.59866333	3.80312371	335.87268066	0.00000000	0.02348216	0.00000000	0.99399036	0.75064397	0.09278638	0.91577512	0.55105954	-0.29487455	15.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.53333336
1.35937500	1.30522418	0.80097085	0.75891191	0.54827887	62.11627579	0.06566697	64.01446533	0.00000000	0.00065700	0.00000000	1.23270833	0.84055692	0.00000000	0.00000000	6.07582474	1.96195126	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	1.00000000	0.00000000
0.76249999	1.02782512	0.33737862	0.54345644	0.51871079	152.41023254	0.00000000	219.87576294	27.25242615	0.00000000	0.03365370	1.10742188	1.05881226	0.00000000	0.00000000	36.19657135	-1.11487222	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000
1.31875002	1.17730832	0.76941746	0.65955985	0.90482509	1.47157526	0.00000000	26.85365105	16.54372025	0.00000000	0.03310400	0.89747393	1.09026670	0.00000000	0.00000000	32.07601166	0.76620334	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.00000000
1.05624998	1.09543848	0.56553394	0.59597164	0.87493086	16.28549767	0.77601200	89.82008362	0.00000000	0.00479144	0.00000000	1.02619410	0.94079775	11.92839718	-5.28143072	0.00000000	0.05147129	2.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.00000000
0.52812499	0.59240633	0.15533979	0.20526704	0.18998551	288.83566284	0.00000000	280.04330444	22.04749870	0.00000000	0.06806549	0.61907053	0.81657565	0.00000000	0.27739915	1.01770413	-0.17056097	2.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.50000000
1.03125000	1.06542206	0.54611647	0.57265788	0.37395030	189.58984375	31.72648621	226.29896545	0.00000000	0.01958933	0.00000000	1.10380208	1.07898104	0.00000000	0.00000000	27.12950516	-0.46612573	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000
0.52499998	0.51078236	0.15291260	0.14186981	0.70246053	92.95495605	0.00000000	167.92929077	77.97711945	0.00000000	0.04376955	0.96223515	1.03450084	0.91767186	-1.13852906	1.51797438	-0.34286991	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	1.00000000	0.00000000
1.17812502	1.04826427	0.66019416	0.55933142	0.08945981	112.41115570	11.53608131	144.46296692	0.00000000	0.03847284	0.00000000	1.01311433	0.93519384	0.83564162	0.61835480	0.00000000	0.62806034	3.00000000	1.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.79687500	0.82903832	0.36407766	0.38905889	0.33195466	22.01891518	0.00000000	23.27274513	0.84374189	0.00000000	0.01678759	1.11539066	0.83082688	0.00000000	0.00000000	5.18821573	0.30777746	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000
0.51249999	0.62127751	0.14320387	0.22769128	0.21232930	289.60702515	2.12739706	260.22967529	0.00000000	0.01313549	0.00000000	0.57925481	0.81245172	0.00000000	0.01269046	0.97941113	-0.70030797	2.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.50000000
0.91250002	1.05989659	0.45388350	0.56836629	0.12939882	289.75909424	0.72255367	326.20553589	0.00000000	0.00446137	0.00000000	1.01050425	0.80695146	0.00000000	0.28486723	0.00000000	0.53998840	7.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.14285715
1.09375000	1.04877877	0.59466016	0.55973107	0.39865026	173.62847900	18.81205177	222.53631592	0.00000000	0.01451924	0.00000000	1.06968749	1.08959818	0.00000000	0.00000000	30.59853554	2.20511246	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000
1.21562505	1.22113085	0.68932039	0.69359678	0.33590013	225.36782837	69.00672913	225.76672363	0.00000000	0.03043414	0.00000000	1.09835935	0.94227475	0.00000000	0.00000000	15.41686249	-2.45696139	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000
0.87500000	0.94943279	0.42475727	0.48256916	0.17388469	93.70490265	1.05801022	134.14181519	0.00000000	0.01058539	0.00000000	0.77281249	0.89952344	0.49577051	-0.15277028	1.15932810	-0.30824247	4.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.75000000
1.37500000	1.39239621	0.81310678	0.82661837	0.65894455	35.71880341	5.85913706	60.79069519	0.00000000	0.02931034	0.00000000	1.15989578	0.98337257	0.00000000	0.00000000	16.76969910	-3.15836787	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.00000000
1.24374998	1.22869039	0.71116501	0.69946826	0.71540892	22.50388718	6.98928213	55.44094849	0.00000000	0.03496389	0.00000000	1.05364585	1.07089090	0.00000000	0.00000000	24.33196831	-2.91591191	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.00000000
1.06562495	1.10688186	0.57281548	0.60485971	0.45030749	156.98127747	3.41048217	220.06005859	0.00000000	0.01052891	0.00000000	0.98739582	1.07295334	0.00000000	0.00000000	33.69216919	0.14065826	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000
0.92500001	0.96625495	0.46359223	0.49563491	0.68265843	13.27303123	0.00000000	11.54602814	0.00000000	0.00000000	0.00000000	0.83861977	1.05533278	0.00000000	0.00000000	8.52486324	-0.38872579	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000
0.92187500	0.92294168	0.46116504	0.46199352	0.04500867	119.44029236	8.21177197	144.09211731	0.00000000	0.04107940	0.00000000	0.83038044	0.86904484	0.18243237	0.00846396	2.79279351	-0.00318834	7.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.85714287
1.25000000	1.19524229	0.71601939	0.67348915	0.90863121	1.81734431	0.00000000	29.54747963	16.82281303	0.00000000	0.04207807	0.95255208	1.09248435	0.00000000	0.00000000	32.22957993	-0.31198829	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.00000000
0.88125002	0.59308970	0.42961165	0.20579782	0.99401361	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.16359377	1.07001829	0.00000000	0.00000000	33.07494354	0.19611432	1.00000000	0.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.00000000
1.26562500	1.20367086	0.72815531	0.68003559	0.55108064	61.84038544	0.00000000	59.88349152	2.64684677	0.00000000	0.01324085	1.25812495	0.84781277	0.00000000	0.00000000	6.56214809	2.43377733	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.00000000
1.18750000	1.10567927	0.66747570	0.60392570	0.77613133	12.02946568	4.28166151	51.09722519	0.00000000	0.02141902	0.00000000	0.87994790	1.14081323	0.00000000	0.00000000	29.52386284	-0.14990625	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.00000000
1.02187502	1.05568242	0.53883499	0.56509310	0.42191437	167.53080750	12.96123409	221.65744019	0.00000000	0.01600567	0.00000000	0.98273438	1.02591085	0.00000000	0.00000000	32.30704498	1.46034384	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000
1.09375000	0.99031669	0.59466016	0.51432365	0.43006331	82.24533844	0.00000000	74.14212799	9.57050991	0.00000000	0.03191766	0.67111981	0.78332806	0.00000000	-0.38260755	3.46606827	0.56097960	4.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.75000000
1.27812505	1.22016597	0.73786408	0.69284737	0.91246617	1.80945468	0.00000000	25.73101997	16.68813705	0.00000000	0.04174121	0.99966145	1.09383106	0.00000000	0.00000000	32.30844879	-1.18484223	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.00000000
0.55937499	0.55135560	0.17961164	0.17338297	0.71175051	93.18463898	0.00000000	158.98463440	68.84963989	0.00000000	0.04251080	0.80960935	1.01787579	1.41664600	-1.47188640	1.29909158	-0.51006085	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	1.00000000	0.00000000
1.46875000	1.50333023	0.88592231	0.91278076	0.98680556	0.00000000	0.00000000	0.80399996	0.80399996	0.00000000	0.00496425	1.32807899	0.95562446	19.25720596	-2.10382199	1.46782982	0.40447173	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.00000000
0.63125002	0.65613270	0.23543690	0.25476325	0.01487789	127.20549774	0.00000000	145.06147766	1.05143070	0.00000000	0.01051957	0.91294640	0.91294640	0.00000000	0.23763265	0.00000000	0.17928773	11.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.27272728
0.91250002	0.95911217	0.45388350	0.49008709	0.31200206	239.37101746	84.52770233	221.97233582	0.00000000	0.03261946	0.00000000	0.62651044	0.90499997	0.00000000	0.00000000	19.85233688	-10.94702339	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000
1.22500002	1.07549977	0.69660193	0.58048522	0.26744720	249.26528931	0.00000000	258.99224854	34.88601303	0.00000000	0.07180054	1.44111979	0.96949279	0.00000000	0.00000000	15.98382378	5.26615524	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1.10625005	1.08451545	0.60436898	0.58748770	0.83580083	5.94085836	2.51949406	41.34984589	0.00000000	0.02520754	0.00000000	0.86726564	1.11204231	0.00000000	0.00000000	30.95694160	2.65744305	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.00000000
1.54999995	1.56045878	0.94902909	0.95715243	0.25165886	270.16183472	19.25737762	255.24340820	0.00000000	0.05945177	0.00000000	1.19359243	0.86470950	0.00000000	0.00000000	1.77591038	1.20327580	18.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1.14687502	1.14541578	0.63592231	0.63478899	0.84343380	71.33172607	55.38572693	89.70153809	0.00000000	0.08549397	0.00000000	1.11031246	0.97522509	0.00000000	0.00000000	3.86785889	-0.45400581	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.00000000
0.94999999	1.06543136	0.48300970	0.57266510	0.69015193	13.19174576	9.41924381	11.59084129	0.00000000	0.02082343	0.00000000	0.86692709	1.05662060	0.00000000	0.00000000	8.46012878	-1.02568698	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000
1.20000005	1.26437902	0.67718446	0.72718757	0.71792400	21.80222893	5.34813213	57.56856537	0.00000000	0.02675404	0.00000000	1.07283854	1.07691681	0.00000000	0.00000000	24.45152664	-3.93506551	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.00000000
1.21562505	1.16307795	0.68932039	0.64850712	0.55410993	62.07139969	0.00000000	62.07846069	2.87073421	0.00000000	0.01436085	1.27236974	0.85405755	0.00000000	0.00000000	7.01827383	2.85859776	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.00000000
0.56562501	0.57695186	0.18446602	0.19326361	0.23019364	286.05853271	0.00000000	257.18063354	2.31090283	0.00000000	0.01426853	0.60839510	0.82357174	0.00000000	-0.14944442	0.00000000	-0.68856710	6.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.16666667
1.18437505	1.19894385	0.66504854	0.67636418	0.33688968	223.61753845	52.49578094	224.63044739	0.00000000	0.04630459	0.00000000	1.10906255	0.94283789	0.00000000	0.00000000	15.53662872	-1.80511928	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000
1.14687502	1.18849111	0.63592231	0.66824549	0.59562898	130.88980103	3.29647899	194.88299561	0.00000000	0.02035392	0.00000000	1.19014227	0.99790096	0.00000000	0.00000000	9.12260342	-3.23065472	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	0.00000000
1.24062502	1.31463671	0.70873785	0.76622266	0.60365129	48.72211075	2.90282965	59.03289413	0.00000000	0.02904282	0.00000000	1.20432293	0.90123534	0.00000000	0.00000000	10.34734535	0.66873759	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	0.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.00000000
